DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Dec2020,0.29237,0.7027,0.80335,1.15604,1.08569,1.08369,1.45181,1.60791,1.76112,2.21596,2.34903,2.58117,3.07726,2.66823,2.77734,2.75292,2.62841,2.63345,2.71557,2.62758,2.34839,2.35028,2.35418,2.38036,2.4672,2.21122,2.22483,2.14575,2.03224,2.01766,2.13559,2.22805,2.40703,2.54289,2.57776,2.67531,2.58688,2.5244,2.61891,2.67775,2.63456,2.72132,2.737,2.69328,2.75461,2.73612,2.78244,2.92989
Jan2021,0.50248,0.24494,0.60349,0.72941,1.10416,1.06541,1.07719,1.4419,1.62883,1.79819,2.2821,2.37743,2.62221,3.29803,2.6839,2.82755,2.8268,2.66492,2.63973,2.72685,2.6205,2.38366,2.38236,2.36898,2.39219,2.4831,2.26083,2.28252,2.20297,2.1046,2.08513,2.20653,2.29193,2.45795,2.60551,2.62117,2.72018,2.61833,2.52849,2.61808,2.69863,2.64666,2.75384,2.7597,2.72735,2.81245,2.81527,2.89191
Feb2021,0.4151,0.39694,0.20047,0.53097,0.65677,0.99985,0.98423,0.99709,1.32583,1.48392,1.66056,2.04868,2.08799,2.29336,2.86016,2.50877,2.68084,2.69459,2.58485,2.55204,2.6393,2.55745,2.33158,2.32188,2.31641,2.34225,2.44046,2.23728,2.26488,2.19216,2.10112,2.09606,2.22085,2.31867,2.51548,2.69279,2.70518,2.81862,2.70773,2.60425,2.70194,2.77315,2.68871,2.79414,2.79703,2.77037,2.88213,2.86361
Mar2021,-0.53751,-0.29516,-0.12536,-0.16033,0.2451,0.42538,0.79539,0.82531,0.85254,1.20534,1.36454,1.55058,1.89051,1.8987,2.07159,2.4996,2.27655,2.46129,2.47549,2.393,2.36058,2.45314,2.38127,2.20255,2.18405,2.17929,2.21994,2.3323,2.16001,2.20451,2.13142,2.03028,2.01383,2.14063,2.22791,2.42599,2.59385,2.59915,2.70762,2.59287,2.47965,2.56418,2.62906,2.57016,2.68179,2.68385,2.71787,2.78447
Apr2021,-0.10922,-0.45644,-0.36057,-0.3033,-0.26008,0.10479,0.31149,0.69751,0.75068,0.78385,1.13667,1.28326,1.47229,1.7786,1.80981,1.97334,2.33712,2.18634,2.36444,2.38417,2.31295,2.28511,2.37492,2.31763,2.15203,2.12411,2.1183,2.16682,2.24775,2.09164,2.13969,2.07434,1.99523,1.99014,2.12239,2.18587,2.39118,2.54609,2.53789,2.61555,2.50645,2.40733,2.4808,2.52646,2.46099,2.54498,2.5305,2.53065
May2021,1.31707,0.69169,0.28972,0.27684,0.26402,0.27133,0.49688,0.65781,0.98332,1.04005,1.04939,1.34358,1.4746,1.61634,1.89792,1.93992,2.10579,2.47138,2.31812,2.47915,2.47127,2.38446,2.35842,2.43459,2.40083,2.25153,2.23487,2.22671,2.28371,2.37636,2.21495,2.24965,2.19229,2.10896,2.11572,2.25004,2.28985,2.48328,2.6549,2.64436,2.73063,2.63125,2.52422,2.59371,2.65682,2.58398,2.68109,2.67134
Jun2021,-1.2486,0.60793,0.24372,-0.14695,-0.13691,-0.08166,-0.04865,0.26621,0.47251,0.8327,0.90276,0.91285,1.22995,1.37791,1.53817,1.82843,1.87319,2.03693,2.42298,2.27165,2.44835,2.43365,2.3615,2.33828,2.41336,2.37287,2.22806,2.20531,2.1965,2.25043,2.34717,2.19719,2.2375,2.17768,2.095,2.09597,2.24082,2.27952,2.48447,2.6695,2.65861,2.74809,2.64578,2.53347,2.60944,2.6772,2.59352,2.67514
Jul2021,-0.77398,-1.20406,0.05459,-0.1093,-0.4212,-0.38615,-0.31605,-0.25626,0.06862,0.28137,0.65732,0.73189,0.75667,1.09134,1.2489,1.43099,1.71884,1.7531,1.91238,2.28649,2.18915,2.37558,2.37791,2.32108,2.29087,2.36805,2.3026,2.16795,2.14697,2.14903,2.20432,2.30477,2.16745,2.21903,2.15043,2.06864,2.06606,2.22272,2.27976,2.48792,2.67176,2.64694,2.72973,2.62509,2.48343,2.55562,2.6281,2.5486
Aug2021,-0.51787,-0.86423,-1.13467,-0.30158,-0.36275,-0.59881,-0.60324,-0.52013,-0.44462,-0.11435,0.1093,0.4875,0.58096,0.61256,0.98414,1.14879,1.36035,1.64867,1.67923,1.83693,2.18696,2.11689,2.29848,2.28717,2.24631,2.21113,2.29501,2.23246,2.11141,2.0816,2.08358,2.13284,2.24306,2.10731,2.15772,2.0853,2.01038,2.00128,2.15158,2.22358,2.43214,2.58696,2.55366,2.62231,2.55704,2.41403,2.47916,2.54441
Sep2021,1.52166,0.62077,0.09845,-0.26562,0.34899,0.16032,-0.12272,-0.14651,-0.0823,-0.03681,0.22803,0.41339,0.7405,0.82057,0.84903,1.16184,1.28572,1.45727,1.71671,1.74562,1.8912,2.20112,2.15042,2.3145,2.30232,2.26386,2.24238,2.32526,2.24948,2.15483,2.12312,2.13509,2.18895,2.27487,2.15239,2.20315,2.13284,2.06617,2.06758,2.2131,2.28952,2.50168,2.65331,2.61415,2.68843,2.64639,2.4937,2.53814
Oct2021,0.6262,1.41425,0.73818,0.26539,-0.061,0.51416,0.304,-0.00116,-0.02151,0.04175,0.06215,0.31068,0.48198,0.79013,0.85656,0.87431,1.17841,1.30278,1.47059,1.74351,1.77319,1.92739,2.25576,2.1926,2.35995,2.35936,2.31995,2.29118,2.37586,2.30454,2.20799,2.16122,2.17769,2.23698,2.31039,2.19276,2.2441,2.17313,2.10112,2.10144,2.25502,2.33122,2.56456,2.719,2.69645,2.77911,2.73078,2.54401
Nov2021,-0.53301,0.05903,0.69565,0.36288,0.01233,-0.26204,0.25667,0.08913,-0.16411,-0.19758,-0.15956,-0.18302,0.06818,0.24016,0.55678,0.628,0.65262,0.9877,1.13529,1.34156,1.63391,1.67366,1.86792,2.23122,2.14609,2.33553,2.34185,2.30027,2.27717,2.37452,2.29999,2.20698,2.15773,2.16719,2.2433,2.323,2.19692,2.24268,2.16505,2.09287,2.08864,2.26198,2.34919,2.64123,2.80888,2.81266,2.92859,2.86909
Dec2021,-0.59579,-0.82225,-0.26631,0.33083,0.07948,-0.20921,-0.44951,0.042,-0.05841,-0.27552,-0.29942,-0.27413,-0.30661,-0.07094,0.08673,0.39481,0.46362,0.48783,0.81648,0.96846,1.20339,1.50215,1.54924,1.73196,2.09016,2.02188,2.20968,2.23772,2.21084,2.19555,2.29642,2.22148,2.12608,2.06588,2.06123,2.11589,2.17473,2.05743,2.10809,2.03168,1.96301,1.96203,2.12729,2.2213,2.53371,2.67913,2.67742,2.77229
Jan2022,0.29709,-0.40874,-0.64642,-0.26239,0.28081,0.06005,-0.2053,-0.42773,0.00387,-0.05049,-0.26636,-0.28467,-0.2634,-0.30957,-0.05633,0.09677,0.40519,0.47099,0.49531,0.81848,0.97092,1.21276,1.5062,1.54573,1.72572,2.08865,2.05363,2.2555,2.28694,2.28071,2.25971,2.36402,2.27533,2.16036,2.10384,2.08491,2.13757,2.18867,2.05258,2.10047,2.03731,1.96077,1.97025,2.13217,2.23605,2.57202,2.74388,2.76822
Feb2022,0.25078,0.17338,-0.34488,-0.53062,-0.23965,0.23049,0.0418,-0.17759,-0.38124,0.01749,-0.03696,-0.22928,-0.23635,-0.22081,-0.28289,-0.05348,0.08723,0.38094,0.43551,0.45923,0.7687,0.91598,1.15843,1.44637,1.48933,1.66821,2.03286,2.01663,2.22804,2.26901,2.27494,2.27002,2.37711,2.29281,2.18728,2.13842,2.11496,2.17231,2.22754,2.08131,2.13406,2.05623,1.95949,1.96494,2.13139,2.24427,2.61254,2.77714
Mar2022,-0.05659,-0.04991,-0.02671,-0.38557,-0.53772,-0.28996,0.15379,-0.00118,-0.20454,-0.41071,-0.01642,-0.03681,-0.22266,-0.21824,-0.20334,-0.25687,-0.03369,0.09552,0.38353,0.44401,0.46926,0.75954,0.89645,1.12986,1.40227,1.43741,1.61519,1.9754,1.97726,2.20076,2.2428,2.23509,2.21864,2.32688,2.23174,2.13307,2.08502,2.05879,2.116,2.16166,2.00966,2.05474,1.97956,1.89456,1.90371,2.06655,2.21557,2.55193
Apr2022,-0.27212,-0.32242,-0.30226,-0.32241,-0.52903,-0.64573,-0.42222,0.01948,-0.12012,-0.30982,-0.52276,-0.09957,-0.12146,-0.30034,-0.30494,-0.28913,-0.32055,-0.09683,0.03398,0.31722,0.38307,0.40995,0.69931,0.84477,1.08159,1.34667,1.37822,1.55687,1.89642,1.90165,2.12128,2.16646,2.18149,2.17878,2.29493,2.17626,2.08621,2.02979,1.99527,2.03541,2.08109,1.94085,1.98004,1.89992,1.81462,1.81217,1.95532,2.07494
May2022,-0.45943,-0.49297,-0.52925,-0.53841,-0.54324,-0.7016,-0.80338,-0.57935,-0.12582,-0.25409,-0.45101,-0.6749,-0.22817,-0.25273,-0.42356,-0.43185,-0.41373,-0.43838,-0.2123,-0.07431,0.22272,0.29362,0.32541,0.62462,0.77285,1.0247,1.29924,1.33232,1.5115,1.87117,1.87958,2.09607,2.14414,2.15967,2.16091,2.28765,2.15922,2.06307,2.01549,1.97794,2.01832,2.07019,1.92724,1.96915,1.89497,1.80525,1.80076,1.95143
Jun2022,-0.85145,-0.81877,-0.7611,-0.78094,-0.7694,-0.72928,-0.86817,-0.93607,-0.72066,-0.26229,-0.40399,-0.59809,-0.82118,-0.36413,-0.37694,-0.54259,-0.54829,-0.52066,-0.54399,-0.30869,-0.17002,0.13579,0.20399,0.23842,0.5517,0.70988,0.97482,1.25506,1.2895,1.47162,1.84395,1.86506,2.09562,2.14838,2.1701,2.16632,2.30214,2.1604,2.05991,2.01311,1.97276,2.01384,2.07104,1.92203,1.96786,1.89062,1.79452,1.78093
Jul2022,-0.14108,-0.59277,-0.75959,-0.73339,-0.75924,-0.75217,-0.71856,-0.82824,-0.88973,-0.70706,-0.28684,-0.42349,-0.60314,-0.81773,-0.3898,-0.38687,-0.54952,-0.55217,-0.52554,-0.55153,-0.32872,-0.19353,0.10246,0.16647,0.20354,0.51687,0.68593,0.95498,1.23426,1.26809,1.45493,1.83344,1.86515,2.10917,2.1586,2.18339,2.1784,2.32489,2.18737,2.07442,2.02006,1.96992,2.01157,2.06906,1.9016,1.94726,1.87502,1.77966
Aug2022,1.75135,1.25426,0.79706,0.44082,0.11474,-0.02986,-0.09829,-0.08086,-0.22216,-0.32829,-0.14881,0.21728,0.13784,-0.05684,-0.24593,0.12245,0.10584,-0.07755,-0.08897,-0.08707,-0.1076,0.07024,0.19246,0.46669,0.51795,0.54464,0.82016,0.9705,1.19908,1.44617,1.48459,1.66384,2.01187,2.02598,2.24216,2.28239,2.29744,2.296,2.4297,2.30798,2.21722,2.16646,2.11463,2.16374,2.22659,2.04673,2.07913,2.01314
Sep2022,1.67559,1.87983,1.59031,1.27159,1.01736,0.65914,0.50551,0.43366,0.41577,0.23172,0.08486,0.2371,0.55494,0.50006,0.33064,0.17585,0.46481,0.43434,0.26561,0.25579,0.24867,0.22914,0.36185,0.46745,0.71102,0.75572,0.77431,1.01651,1.15062,1.34837,1.5703,1.61262,1.78272,2.08468,2.09413,2.29244,2.32245,2.33658,2.34789,2.48021,2.38093,2.31099,2.26866,2.21336,2.26797,2.34133,2.15233,2.16849
Oct2022,-0.8165,0.78747,1.48579,1.20287,0.91936,0.72073,0.41988,0.25869,0.19638,0.2,0.03487,-0.07529,0.07774,0.39379,0.32966,0.15343,-0.00074,0.2956,0.27594,0.10005,0.09386,0.09322,0.07403,0.21866,0.33044,0.57697,0.62501,0.65116,0.91258,1.05056,1.26217,1.49858,1.54351,1.71973,2.03113,2.05395,2.26452,2.29844,2.31373,2.3198,2.46324,2.35779,2.28943,2.23644,2.18979,2.24387,2.32018,2.11147
Nov2022,-0.2108,-0.60527,0.41183,1.0365,0.85821,0.66058,0.50984,0.25786,0.11958,0.0499,0.0421,-0.14697,-0.24777,-0.11003,0.19653,0.12873,-0.03357,-0.18142,0.11111,0.10481,-0.05253,-0.06246,-0.06958,-0.07919,0.08295,0.19426,0.44254,0.49474,0.5266,0.80227,0.94703,1.17466,1.4387,1.4889,1.68914,2.03144,2.06318,2.28345,2.32056,2.34568,2.34946,2.5146,2.3968,2.347,2.27992,2.24447,2.31471,2.40197
Dec2022,1.06675,0.47977,0.09665,0.65985,1.13092,0.99935,0.83909,0.70361,0.47737,0.35653,0.30017,0.27855,0.07828,-0.05846,0.05793,0.3417,0.2766,0.12025,-0.0159,0.24198,0.22328,0.07686,0.06545,0.06208,0.06919,0.21332,0.31775,0.53946,0.58695,0.61462,0.87522,1.01155,1.22453,1.47964,1.52611,1.71525,2.01593,2.04452,2.25529,2.29025,2.31223,2.32864,2.4836,2.37329,2.35631,2.27858,2.24485,2.31367
Jan2023,-0.73404,0.37901,0.06018,-0.20706,0.39795,0.93646,0.81447,0.66535,0.50826,0.34899,0.23424,0.17449,0.1485,-0.05745,-0.15826,-0.04322,0.24455,0.17957,0.03026,-0.10514,0.1586,0.14012,-0.00726,-0.01589,-0.01991,-0.01638,0.13528,0.2411,0.46996,0.52456,0.55243,0.82434,0.96958,1.1829,1.44961,1.48828,1.67571,1.98071,1.99684,2.20803,2.25897,2.2756,2.30272,2.45281,2.35184,2.34322,2.27767,2.26169
Feb2023,-1.55471,-1.40249,-0.27639,-0.35549,-0.532,0.06097,0.63038,0.53069,0.40079,0.25808,0.1327,0.0398,-0.00164,-0.02533,-0.22818,-0.31698,-0.20988,0.06881,-0.00109,-0.13775,-0.26895,-0.01532,-0.02574,-0.16049,-0.17126,-0.17417,-0.175,-0.02201,0.0849,0.31137,0.36399,0.39222,0.67482,0.83027,1.05865,1.35094,1.39017,1.58694,1.92415,1.95058,2.18517,2.22832,2.22986,2.24683,2.40207,2.30265,2.29307,2.20498
Mar2023,1.52573,0.68347,0.27305,0.57155,0.3258,0.11218,0.55251,1.01542,0.92634,0.81131,0.67684,0.55958,0.47481,0.43632,0.40347,0.21067,0.07833,0.16601,0.42638,0.3628,0.22268,0.09125,0.32108,0.29384,0.15374,0.1383,0.12361,0.11829,0.24822,0.34451,0.55646,0.60879,0.63447,0.89291,1.03064,1.23875,1.5122,1.54995,1.74512,2.0385,2.03727,2.24083,2.27911,2.28422,2.3204,2.47021,2.4182,2.40206
Apr2023,0.58289,1.23802,0.7657,0.43387,0.70505,0.46086,0.29005,0.69581,1.11751,1.03729,0.94481,0.82722,0.70479,0.63027,0.59481,0.55808,0.38861,0.23604,0.31559,0.5554,0.49631,0.35807,0.22998,0.45151,0.4189,0.28006,0.26343,0.24609,0.2619,0.37542,0.46359,0.66587,0.71542,0.73641,0.98526,1.11246,1.30992,1.57084,1.60346,1.78778,2.05743,2.0532,2.23591,2.25995,2.25291,2.27738,2.39945,2.32968
May2023,0.10707,0.47835,1.11519,0.68628,0.37069,0.66605,0.44433,0.2904,0.69088,1.119,1.03554,0.94069,0.84614,0.70375,0.62984,0.57819,0.53586,0.37791,0.22408,0.30728,0.55328,0.49599,0.35904,0.23436,0.45066,0.41555,0.27599,0.26589,0.24905,0.26679,0.38038,0.47142,0.67501,0.72588,0.74697,0.99963,1.13255,1.32946,1.59671,1.62793,1.81697,2.08847,2.08157,2.26691,2.30496,2.2955,2.32348,2.45182
Jun2023,0.5771,0.37813,0.58978,1.24738,0.77048,0.4723,0.7374,0.517,0.38177,0.77153,1.18097,1.09678,1.00482,0.91511,0.77063,0.69165,0.6426,0.59844,0.44346,0.28582,0.36385,0.609,0.54623,0.40825,0.28856,0.50681,0.46906,0.32586,0.31643,0.29913,0.31519,0.4203,0.50964,0.71411,0.76629,0.78931,1.04524,1.17461,1.37566,1.6527,1.68374,1.88144,2.15928,2.1468,2.33736,2.37795,2.35896,2.37796
Jul2023,-1.30009,-0.6435,-0.42897,0.01792,0.64843,0.25035,0.02731,0.34096,0.20506,0.08791,0.50436,0.95346,0.87479,0.7817,0.68358,0.5727,0.48764,0.44196,0.39671,0.24238,0.09603,0.17789,0.42775,0.36362,0.22784,0.10693,0.34587,0.31489,0.16929,0.15146,0.13387,0.15033,0.2648,0.35783,0.571,0.62513,0.64704,0.91132,1.05459,1.26872,1.55896,1.58549,1.78864,2.08365,2.05983,2.25482,2.30034,2.28691
Aug2023,-1.67237,-1.68736,-1.29876,-1.14204,-0.65233,-0.05239,-0.40426,-0.54384,-0.20904,-0.25261,-0.35275,0.07528,0.60419,0.52479,0.43214,0.31941,0.24618,0.15474,0.11472,0.07744,-0.06803,-0.19594,-0.10054,0.1725,0.10558,-0.02511,-0.15644,0.10139,0.0745,-0.06784,-0.08805,-0.10523,-0.09238,0.04477,0.14381,0.3731,0.42906,0.45495,0.72703,0.8802,1.10804,1.40504,1.42982,1.62482,1.93788,1.92354,2.11981,2.16042
Sep2023,1.8648,0.27259,-0.40592,-0.1978,-0.19385,0.05946,0.57984,0.22048,0.043,0.32079,0.21729,0.12441,0.49439,0.9224,0.8605,0.78991,0.67801,0.59853,0.51513,0.48338,0.44556,0.31709,0.1683,0.24913,0.4929,0.43453,0.3054,0.18237,0.42649,0.3897,0.25069,0.22893,0.20902,0.23354,0.34692,0.43489,0.64754,0.70016,0.72095,0.96998,1.09977,1.3051,1.58367,1.60151,1.78897,2.08845,2.05513,2.22505
Oct2023,1.28852,2.06855,0.76469,0.10455,0.25142,0.2696,0.41341,0.90049,0.55705,0.35823,0.58299,0.43524,0.33489,0.67108,1.0523,0.98514,0.91666,0.81204,0.72595,0.63791,0.61141,0.57914,0.46179,0.31265,0.38842,0.61045,0.55271,0.43376,0.32534,0.5462,0.50468,0.37903,0.36225,0.34436,0.37149,0.47181,0.55556,0.7569,0.8079,0.82673,1.06852,1.19009,1.3983,1.67352,1.69546,1.89166,2.19525,2.13659
Nov2023,1.72168,1.70938,1.99184,1.52022,1.15832,1.17439,1.15138,1.14961,1.51124,1.31063,1.13004,1.25819,0.97956,0.85327,1.12958,1.42437,1.36739,1.30308,1.20617,1.0901,1.02702,1.00834,0.98692,0.89487,0.73112,0.78766,0.97589,0.91627,0.81193,0.72252,0.90907,0.86239,0.74833,0.75005,0.7472,0.77622,0.857,0.93299,1.1192,1.15971,1.18009,1.41218,1.5152,1.73934,2.01046,2.04495,2.2792,2.60064
Dec2023,0.43943,1.47614,1.50749,1.80074,1.39151,1.07391,1.11141,1.0942,1.08715,1.38557,1.20523,1.05909,1.18725,0.94835,0.82235,1.08144,1.36035,1.30331,1.23907,1.14604,1.04,0.97987,0.96598,0.94239,0.86307,0.71025,0.7666,0.94331,0.88805,0.78762,0.70316,0.88574,0.83866,0.73326,0.73635,0.735,0.75783,0.8376,0.90956,1.0875,1.12575,1.14678,1.36867,1.47015,1.69643,1.95318,1.98631,2.20908
Jan2024,1.80605,1.41003,1.76524,1.75954,2.03007,1.71527,1.48118,1.49642,1.48237,1.46563,1.78516,1.62458,1.49044,1.65007,1.30092,1.17208,1.40738,1.61993,1.56005,1.49993,1.41042,1.30105,1.24764,1.23732,1.21905,1.1483,0.99218,1.03915,1.20454,1.15434,1.05865,0.98231,1.14965,1.09525,0.99904,1.00469,1.01123,1.02576,1.08369,1.14774,1.31434,1.34016,1.37149,1.58216,1.67403,1.9123,2.17695,2.23317
Feb2024,1.10227,1.64402,1.4113,1.71153,1.72175,1.96155,1.69794,1.48007,1.492,1.47185,1.46571,1.72739,1.58307,1.48303,1.63897,1.35049,1.23627,1.45161,1.64486,1.58566,1.52789,1.44718,1.3412,1.29418,1.28983,1.2755,1.20701,1.05505,1.10187,1.26223,1.21233,1.12355,1.0503,1.21628,1.16177,1.07049,1.07785,1.08933,1.09784,1.15586,1.22201,1.38709,1.40316,1.43677,1.64865,1.73981,1.99478,2.25551
Mar2024,0.0864,0.62984,1.36598,1.23277,1.62208,1.65836,1.89874,1.65239,1.43988,1.46555,1.44263,1.43931,1.66633,1.52015,1.42309,1.54551,1.30271,1.20069,1.40352,1.58836,1.53685,1.48488,1.40862,1.31732,1.27395,1.26392,1.2545,1.1902,1.04527,1.09352,1.25047,1.19917,1.10903,1.03384,1.19343,1.14372,1.0583,1.0654,1.07604,1.07948,1.13328,1.19638,1.35397,1.36944,1.40184,1.60869,1.7202,1.95364
Apr2024,1.32695,1.0468,1.23889,1.77053,1.5924,1.81582,1.83525,2.03038,1.83298,1.65908,1.68337,1.64927,1.62651,1.81779,1.72232,1.65005,1.76235,1.5284,1.43612,1.60062,1.74327,1.70219,1.65712,1.59984,1.50737,1.47478,1.47149,1.4807,1.42988,1.27836,1.31742,1.45885,1.41354,1.33751,1.26904,1.39946,1.35536,1.28038,1.28772,1.31099,1.30977,1.34093,1.3922,1.52943,1.53475,1.56724,1.74607,1.83094
May2024,1.42045,1.63613,1.49925,1.64553,2.14798,1.86029,1.99386,1.98284,2.14274,1.94737,1.80935,1.83529,1.80164,1.76833,1.94694,1.87358,1.81571,1.94134,1.70225,1.60857,1.74897,1.86293,1.82536,1.77993,1.73717,1.65074,1.62807,1.62994,1.64914,1.61132,1.45358,1.48504,1.62095,1.57303,1.50907,1.44872,1.56319,1.52254,1.46229,1.4692,1.50649,1.49589,1.50898,1.55617,1.6915,1.68819,1.72757,1.90588
Jun2024,-1.11138,0.80492,1.39578,1.28376,1.47627,2.00735,1.74782,1.90424,1.89675,2.06941,1.87873,1.73944,1.76209,1.7341,1.70802,1.88981,1.81391,1.74364,1.87649,1.63824,1.54404,1.69119,1.82078,1.78382,1.73612,1.69153,1.60889,1.57906,1.58074,1.59556,1.55455,1.39788,1.43217,1.57668,1.53063,1.45961,1.39536,1.51648,1.4747,1.41279,1.41851,1.45488,1.44616,1.46451,1.51644,1.66033,1.65658,1.68906
Jul2024,0.305,-0.44059,0.76166,1.28765,1.17175,1.36577,1.87003,1.65627,1.84195,1.85912,2.03048,1.85131,1.71173,1.7392,1.71592,1.68318,1.85838,1.77939,1.71287,1.84359,1.63463,1.5438,1.69191,1.8249,1.78622,1.73892,1.68874,1.61495,1.5904,1.59686,1.61774,1.57939,1.42675,1.46491,1.60839,1.56181,1.48923,1.42353,1.54791,1.50208,1.43852,1.43944,1.48115,1.46952,1.47816,1.5313,1.67742,1.67237
Aug2024,0.27284,0.22601,-0.21652,0.63744,1.20508,1.10925,1.37359,1.92019,1.64976,1.85712,1.86588,2.0566,1.85445,1.72676,1.76146,1.73114,1.69139,1.86131,1.77871,1.71018,1.82748,1.63612,1.54853,1.68326,1.81407,1.77664,1.73659,1.69099,1.62656,1.60076,1.60896,1.63037,1.60391,1.45476,1.49052,1.62802,1.58423,1.51435,1.45144,1.5713,1.53029,1.46727,1.46523,1.5063,1.4968,1.49949,1.54832,1.68519
Sep2024,0.74575,0.54668,0.46654,0.11448,0.75644,1.25623,1.17669,1.41909,1.9151,1.64756,1.81972,1.83247,2.01211,1.82028,1.70686,1.74086,1.71082,1.67785,1.83526,1.75823,1.70039,1.80708,1.64337,1.56319,1.69065,1.8164,1.78812,1.75337,1.70355,1.651,1.62356,1.63512,1.6572,1.62759,1.48915,1.52421,1.64982,1.6109,1.54879,1.49216,1.60861,1.57111,1.51306,1.50738,1.54656,1.53982,1.53656,1.57872
Oct2024,0.82236,0.93632,0.75985,0.66142,0.34342,0.92694,1.35987,1.33993,1.60381,2.06426,1.78424,1.89018,1.89593,2.0748,1.86731,1.75098,1.77932,1.74864,1.70861,1.88252,1.80202,1.746,1.85795,1.68193,1.59965,1.73274,1.86119,1.83056,1.79807,1.74713,1.69232,1.66146,1.67908,1.70601,1.66721,1.53261,1.56779,1.69362,1.65196,1.58884,1.53426,1.648,1.6192,1.55957,1.55719,1.60131,1.59348,1.57823
Nov2024,1.47423,1.40517,1.44869,1.31533,1.24842,1.00618,1.34614,1.58951,1.60618,1.82779,2.2125,2.13316,2.17095,2.16052,2.32809,2.08275,1.96854,1.99089,1.95606,1.87871,2.05973,1.99701,1.97752,2.08879,1.87105,1.78504,1.90986,2.01794,1.99877,1.96957,1.91576,1.86868,1.85256,1.88153,1.94166,1.89771,1.7605,1.78905,1.91283,1.86691,1.81206,1.76686,1.86956,1.87024,1.8117,1.81842,1.88624,1.87702
Dec2024,0.14564,1.16915,1.15567,1.21452,1.13877,1.09599,0.89217,1.22598,1.43751,1.41921,1.584,1.93677,1.91741,2.05409,2.07857,2.23117,1.98592,1.8695,1.89609,1.86854,1.8169,1.99339,1.93806,1.89654,1.99532,1.78888,1.70231,1.8368,1.95534,1.94363,1.91421,1.86131,1.8141,1.79474,1.81472,1.86165,1.80181,1.67408,1.70503,1.82516,1.78134,1.73235,1.68538,1.78952,1.80109,1.73472,1.74113,1.80336
Jan2025,0.57382,0.19603,1.0653,1.08399,1.175,1.13101,1.10302,0.91188,1.24102,1.48507,1.48928,1.63027,1.98167,2.0249,2.07849,2.12147,2.29402,2.01989,1.88603,1.91357,1.87903,1.85114,2.02435,1.95662,1.91291,2.01417,1.83389,1.75026,1.89009,2.02907,2.01287,1.98166,1.92045,1.85825,1.84348,1.853,1.89903,1.83057,1.68994,1.71894,1.84767,1.79618,1.75712,1.70764,1.8168,1.83939,1.78501,1.8083
Feb2025,-2.0261,-0.57572,-0.51644,0.60208,0.70409,0.80745,0.79819,0.78069,0.60875,0.93074,1.21003,1.1842,1.29632,1.61191,1.65029,1.83143,1.90592,2.08836,1.85046,1.70695,1.73675,1.71411,1.70484,1.87051,1.80312,1.75368,1.8601,1.70165,1.62206,1.77425,1.93625,1.92976,1.89601,1.84005,1.78213,1.77099,1.77715,1.81866,1.74545,1.6015,1.63597,1.76817,1.70285,1.65211,1.59537,1.71728,1.73493,1.66501
Mar2025,0.95304,0.04031,0.16679,0.02441,0.78622,0.86616,0.96217,0.98246,0.96729,0.81512,1.09461,1.33803,1.31924,1.4042,1.66248,1.69166,1.83003,1.9021,2.06015,1.85517,1.73439,1.76242,1.74024,1.73653,1.88947,1.83144,1.80457,1.91473,1.76889,1.69986,1.84542,1.98611,1.9741,1.94162,1.8768,1.82782,1.82335,1.82872,1.87841,1.79864,1.64915,1.67736,1.7986,1.73883,1.69906,1.64898,1.78587,1.79369
Apr2025,0.16188,0.57698,0.04616,0.08543,0.03566,0.70302,0.81749,0.93367,0.97426,0.96255,0.83234,1.09098,1.31685,1.29656,1.39054,1.6303,1.64877,1.79855,1.86732,2.01564,1.82553,1.71355,1.73999,1.73008,1.72786,1.86843,1.81291,1.79667,1.88956,1.75044,1.68685,1.82887,1.97871,1.97879,1.95146,1.86872,1.82637,1.81757,1.81674,1.85755,1.78153,1.63887,1.66201,1.77165,1.71056,1.66714,1.61624,1.73237
May2025,1.39972,0.91086,1.14263,0.66455,0.6562,0.56839,1.03486,1.11057,1.20339,1.24235,1.2194,1.10265,1.32852,1.4919,1.48088,1.56646,1.79386,1.83181,1.95487,2.01106,2.13174,1.93645,1.83336,1.85333,1.85556,1.85544,1.9983,1.94704,1.94308,2.04341,1.89792,1.82952,1.96784,2.1018,2.11392,2.09483,1.99927,1.96002,1.96823,1.96634,2.02033,1.94271,1.79091,1.8113,1.92363,1.85581,1.82225,1.77654
