DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
May1969,0.28846,-1.65382,-0.99887,-0.65674,0.18094,0.0349,0.25751,0.2467,0.10378,-0.03488,-0.20696,-0.20342,-0.22879,0.08855,0.30053,0.90535,0.75134,0.63697,1.06093,1.15875,1.13638,1.1199,1.25386,1.27962,1.63307,1.61856,1.5755,1.52549,1.45333,1.36932,1.27534,1.19297,1.21839,1.24273,1.25288,1.25732,1.05272,1.25489,1.25179,1.37015,1.30428,1.30559,1.24079,1.30701,1.19215,1.01658,0.86562,0.72359
Jun1969,-1.68014,-0.77188,-2.02593,-1.42014,-1.11081,-0.30797,-0.41611,-0.09344,-0.06903,-0.21993,-0.38692,-0.54742,-0.53345,-0.56586,-0.18648,0.05059,0.70791,0.53991,0.41611,0.8981,1.00686,0.98819,0.97738,1.12525,1.15699,1.53866,1.53311,1.47822,1.42299,1.33727,1.24501,1.15531,1.06778,1.09438,1.12543,1.13377,1.13726,0.92038,1.14006,1.13695,1.26215,1.18523,1.19014,1.12944,1.20337,1.08066,0.89625,0.73489
Jul1969,-0.3526,-1.23891,-0.83622,-1.84162,-1.33703,-1.09743,-0.40243,-0.47922,-0.17883,-0.15695,-0.29411,-0.45864,-0.60351,-0.59345,-0.62646,-0.24234,-0.00923,0.64177,0.47468,0.35742,0.83857,0.94759,0.92744,0.91805,1.07003,1.10438,1.4913,1.49462,1.44066,1.38562,1.30008,1.20826,1.12175,1.03411,1.05967,1.09203,1.09818,1.09862,0.87458,1.10193,1.09803,1.2231,1.14681,1.15016,1.08889,1.16771,1.04766,0.86174
Aug1969,-1.3733,-1.14042,-1.51279,-1.27059,-1.90088,-1.52111,-1.34911,-0.8125,-0.84465,-0.54725,-0.5207,-0.66752,-0.85019,-0.96974,-0.97315,-0.99727,-0.58532,-0.31099,0.38643,0.21545,0.10902,0.63877,0.7623,0.7468,0.74477,0.91262,0.95092,1.36163,1.37705,1.31156,1.24946,1.15133,1.06147,0.98222,0.89109,0.92072,0.95671,0.96183,0.95827,0.72693,0.96642,0.96235,1.09008,1.00513,1.00564,0.95499,1.03849,0.9116
Sep1969,0.10391,-0.82761,-0.8397,-1.21766,-1.08001,-1.75438,-1.42132,-1.26305,-0.757,-0.78261,-0.49625,-0.46952,-0.60495,-0.7666,-0.89573,-0.90234,-0.91185,-0.53044,-0.27415,0.39269,0.23298,0.12821,0.63528,0.75581,0.74461,0.74813,0.91194,0.94781,1.34761,1.36692,1.30133,1.2414,1.14438,1.05804,0.98366,0.89495,0.92367,0.95944,0.96323,0.95851,0.72705,0.95992,0.95831,1.08296,0.99459,0.99186,0.94067,1.02409
Oct1969,0.57008,0.33624,-0.47735,-0.58401,-0.95033,-0.84994,-1.59668,-1.30231,-1.16292,-0.65049,-0.68706,-0.40207,-0.37713,-0.50227,-0.63357,-0.75279,-0.75077,-0.76578,-0.42473,-0.21072,0.41437,0.265,0.16667,0.65206,0.77243,0.75828,0.76007,0.92587,0.96877,1.36509,1.38218,1.31695,1.26186,1.1672,1.07727,1.0053,0.91773,0.94442,0.97978,0.98202,0.9778,0.74706,0.98235,0.98056,1.10456,1.01844,1.01521,0.96043
Nov1969,-0.29521,0.14808,0.08198,-0.57369,-0.66993,-1.02869,-0.92288,-1.63688,-1.3159,-1.17397,-0.72225,-0.80725,-0.56342,-0.55114,-0.6608,-0.77831,-0.8701,-0.87022,-0.88278,-0.57401,-0.36001,0.24054,0.08661,-0.00152,0.50808,0.63271,0.61892,0.62448,0.80425,0.85281,1.27759,1.29848,1.23263,1.1759,1.07766,0.9793,0.91477,0.8228,0.85332,0.88643,0.88674,0.87785,0.63516,0.89337,0.89022,1.02305,0.92436,0.91771
Dec1969,-1.42229,-1.05467,-0.42503,-0.41765,-0.92315,-0.96168,-1.28213,-1.19193,-1.80701,-1.45678,-1.30929,-0.88443,-0.97036,-0.74789,-0.74171,-0.83442,-0.94106,-1.01086,-1.01037,-1.01883,-0.74642,-0.53513,0.02973,-0.11037,-0.17919,0.32859,0.45813,0.43941,0.44868,0.63126,0.68211,1.1241,1.1456,1.07975,1.01617,0.90853,0.804,0.75036,0.66013,0.69128,0.72401,0.7227,0.71089,0.47489,0.72356,0.72153,0.85425,0.75175
Jan1970,2.16919,1.41471,0.84644,0.84659,0.79998,0.3334,0.1611,-0.18392,-0.13306,-0.94304,-0.73308,-0.59603,-0.12887,-0.28268,-0.07466,-0.07698,-0.17489,-0.25679,-0.36736,-0.3607,-0.38017,-0.12929,0.02806,0.56063,0.42485,0.36101,0.79655,0.90363,0.88685,0.89409,1.05303,1.10104,1.48352,1.48963,1.43866,1.38568,1.30751,1.20446,1.13496,1.0533,1.08228,1.1033,1.11171,1.10872,0.8907,1.13069,1.13574,1.27359
Feb1970,-0.88638,1.54945,0.86376,0.49823,0.55962,0.52489,0.10527,-0.02228,-0.33489,-0.27695,-1.03236,-0.81745,-0.67389,-0.23088,-0.38774,-0.19054,-0.19706,-0.29351,-0.37987,-0.47743,-0.47103,-0.49211,-0.24816,-0.08849,0.43125,0.29637,0.22905,0.67181,0.78526,0.76702,0.77493,0.94218,0.9941,1.40318,1.41446,1.36416,1.30487,1.21602,1.10354,1.03967,0.95568,0.98375,1.00316,1.00991,1.00534,0.78013,1.02316,1.0239
Mar1970,1.91693,1.19533,1.97155,1.55293,1.10644,1.09582,1.07172,0.76821,0.64227,0.36354,0.39189,-0.34797,-0.18538,-0.04602,0.36578,0.2082,0.33253,0.30943,0.22269,0.14379,0.02538,0.02545,-0.00599,0.204,0.33363,0.79905,0.6772,0.61428,0.99209,1.09009,1.07095,1.0728,1.22117,1.26401,1.6126,1.62742,1.59421,1.54513,1.4856,1.3725,1.29425,1.21759,1.24217,1.25103,1.26387,1.26595,1.06428,1.29382
Apr1970,0.14183,1.27774,0.89998,1.83487,1.36635,0.99956,1.03026,1.03081,0.76851,0.65442,0.39915,0.43588,-0.29649,-0.13272,-0.00354,0.39741,0.25784,0.36917,0.34414,0.25247,0.17782,0.05842,0.05712,0.02555,0.23329,0.36153,0.81592,0.69761,0.65283,1.00872,1.10057,1.08275,1.08895,1.23534,1.27757,1.60995,1.62732,1.59134,1.53939,1.47971,1.37243,1.29563,1.21967,1.24258,1.24989,1.25868,1.25914,1.07284
May1970,-0.31117,-0.08817,1.00218,0.6622,1.6842,1.20371,0.88531,0.94005,0.9423,0.70084,0.57725,0.30828,0.36965,-0.39647,-0.22032,-0.10118,0.29746,0.16718,0.28767,0.26692,0.18095,0.10773,-0.0093,-0.00676,-0.04455,0.165,0.29919,0.77092,0.6487,0.60605,0.97385,1.06711,1.04927,1.05694,1.20724,1.25299,1.59602,1.61101,1.58069,1.5261,1.46815,1.35545,1.27465,1.19811,1.22249,1.22829,1.23561,1.23644
Jun1970,-0.13352,-0.30637,-0.15143,0.95728,0.57901,1.67844,1.17259,0.85329,0.92451,0.93627,0.69971,0.56961,0.30321,0.36685,-0.40566,-0.23113,-0.11357,0.28602,0.15453,0.27837,0.25503,0.17247,0.09392,-0.02465,-0.01895,-0.05382,0.15617,0.28978,0.76749,0.64271,0.59743,0.9694,1.06432,1.04607,1.05579,1.21121,1.2586,1.6081,1.6255,1.5988,1.54134,1.4828,1.36685,1.28308,1.2051,1.23114,1.23646,1.24207
Jul1970,-0.07206,-0.16332,-0.31625,-0.20058,0.75155,0.43922,1.47486,1.03614,0.76316,0.84734,0.8696,0.63861,0.52338,0.26733,0.32086,-0.40065,-0.23431,-0.11522,0.26933,0.14487,0.25975,0.23489,0.1482,0.06734,-0.04671,-0.03979,-0.0628,0.14695,0.27795,0.74938,0.62565,0.5826,0.95864,1.05685,1.03666,1.0465,1.20314,1.24942,1.61344,1.62745,1.5972,1.53246,1.47549,1.35561,1.26676,1.19257,1.22226,1.22712
Aug1970,1.07826,0.63432,0.50466,0.25486,0.18482,1.03399,0.73238,1.76137,1.23598,0.93063,0.99799,1.01585,0.81317,0.70424,0.48092,0.52007,-0.13685,-0.00511,0.10649,0.46008,0.36214,0.44976,0.42574,0.34655,0.26671,0.15444,0.15834,0.13947,0.33727,0.45638,0.90387,0.79058,0.75718,1.10665,1.19667,1.18082,1.189,1.33671,1.3805,1.71249,1.73044,1.70158,1.6377,1.59204,1.4803,1.38308,1.31047,1.33595
Sep1970,0.14883,0.76524,0.50129,0.42843,0.22889,0.17897,0.9424,0.66795,1.62488,1.15146,0.87981,0.94848,0.97082,0.78575,0.69102,0.48596,0.50906,-0.10037,0.02427,0.13368,0.47249,0.37662,0.45878,0.43654,0.36272,0.28836,0.17548,0.17605,0.16678,0.35377,0.47589,0.9104,0.79849,0.76924,1.10756,1.19446,1.17817,1.18769,1.33024,1.37335,1.70167,1.72224,1.69525,1.62836,1.57953,1.47095,1.37299,1.29798
Oct1970,-0.49801,-0.31409,0.43,0.23805,0.21122,0.07513,0.03855,0.76813,0.50266,1.48149,1.034,0.77888,0.85589,0.871,0.67147,0.56591,0.35724,0.38611,-0.20525,-0.0905,0.0181,0.35756,0.26175,0.35343,0.33644,0.25927,0.18433,0.07961,0.08492,0.06837,0.25177,0.38684,0.83144,0.71535,0.68321,1.0365,1.12714,1.10901,1.11932,1.26377,1.30759,1.65205,1.68027,1.64777,1.58247,1.52837,1.4126,1.31227
Nov1970,-1.38546,-1.12373,-0.86218,-0.11824,-0.20871,-0.20308,-0.30795,-0.28789,0.32884,0.09347,0.94501,0.61013,0.43704,0.53718,0.54731,0.3294,0.22879,0.01225,0.05283,-0.51117,-0.37354,-0.27276,0.05911,-0.02939,0.09441,0.07978,0.00202,-0.07236,-0.17242,-0.1689,-0.18869,-0.00415,0.14548,0.62295,0.49648,0.45847,0.86138,0.96284,0.94522,0.95335,1.10927,1.15213,1.54349,1.58846,1.54538,1.47597,1.40696,1.27121
Dec1970,-0.04008,-0.97617,-0.90145,-0.78043,-0.21073,-0.28294,-0.27637,-0.37173,-0.31401,0.26209,0.05335,0.80791,0.50936,0.35433,0.44369,0.45199,0.24176,0.14582,-0.06009,-0.02409,-0.54782,-0.41796,-0.32876,-0.01022,-0.07843,0.04503,0.03548,-0.04576,-0.11713,-0.21506,-0.21117,-0.2295,-0.0538,0.09584,0.56112,0.43938,0.40076,0.79263,0.89064,0.87425,0.88198,1.03312,1.07308,1.45821,1.50697,1.45881,1.39112,1.32119
Jan1971,0.52048,0.04765,-0.63299,-0.66532,-0.61117,-0.14507,-0.21829,-0.21006,-0.33444,-0.25909,0.31832,0.10815,0.84883,0.55047,0.3967,0.48302,0.49412,0.28298,0.19016,-0.0114,0.02811,-0.49296,-0.37064,-0.28008,0.02843,-0.04117,0.07986,0.06855,-0.01022,-0.08,-0.17761,-0.17161,-0.18488,-0.01226,0.13425,0.59759,0.47498,0.43442,0.81868,0.91502,0.89983,0.90158,1.05454,1.09452,1.48061,1.53725,1.49941,1.4442
Feb1971,-0.81207,-0.20334,-0.38097,-0.82115,-0.82366,-0.76321,-0.33304,-0.36503,-0.35028,-0.45524,-0.37624,0.17873,-0.00249,0.67186,0.39018,0.26788,0.35099,0.36197,0.14969,0.06496,-0.13049,-0.09533,-0.59222,-0.46738,-0.38326,-0.08543,-0.15664,-0.03614,-0.04574,-0.12553,-0.19875,-0.29653,-0.29122,-0.30768,-0.14062,0.00593,0.47676,0.34903,0.30263,0.70922,0.8132,0.79582,0.79659,0.95416,0.99428,1.39906,1.45427,1.40626
Mar1971,-1.53752,-1.61779,-1.15894,-1.10417,-1.36754,-1.32347,-1.2335,-0.82283,-0.80857,-0.78827,-0.87782,-0.75309,-0.12945,-0.29899,0.38902,0.11112,0.02289,0.10398,0.12016,-0.08763,-0.16142,-0.36687,-0.32561,-0.83564,-0.68637,-0.5996,-0.30476,-0.38226,-0.258,-0.27071,-0.34964,-0.42207,-0.51041,-0.50989,-0.52473,-0.35312,-0.19991,0.2724,0.1383,0.08904,0.51094,0.61929,0.60201,0.60056,0.75352,0.79146,1.21836,1.25182
Apr1971,0.07491,-0.83313,-1.07454,-0.91698,-0.92492,-1.16421,-1.2018,-1.17021,-0.79537,-0.78144,-0.77484,-0.85978,-0.73372,-0.09846,-0.28006,0.40199,0.14415,0.04651,0.12532,0.13564,-0.06815,-0.14395,-0.35103,-0.31373,-0.83848,-0.6808,-0.5916,-0.29666,-0.35804,-0.23382,-0.24952,-0.33111,-0.41067,-0.50513,-0.50654,-0.51269,-0.34411,-0.18924,0.28285,0.15626,0.10992,0.52415,0.63043,0.61685,0.61819,0.76507,0.80268,1.20584
May1971,1.15557,0.69954,-0.14511,-0.44645,-0.39261,-0.42357,-0.72804,-0.78441,-0.75078,-0.37576,-0.40087,-0.40378,-0.49712,-0.40365,0.17383,-0.01453,0.60699,0.37334,0.2525,0.32641,0.34115,0.14948,0.06857,-0.12941,-0.10286,-0.62939,-0.49192,-0.40348,-0.11085,-0.16986,-0.05585,-0.06994,-0.15425,-0.22868,-0.33127,-0.33298,-0.33265,-0.16639,-0.01794,0.45648,0.33739,0.28329,0.6804,0.78318,0.76608,0.76254,0.90734,0.94665
Jun1971,2.46185,1.8851,1.29063,0.50053,0.15256,0.1912,0.10026,-0.23524,-0.2884,-0.2575,0.10148,0.03636,0.03054,-0.05129,-0.01339,0.48536,0.30806,0.87209,0.66084,0.51663,0.57715,0.59071,0.40353,0.3169,0.13186,0.1584,-0.36169,-0.24719,-0.16148,0.12284,0.06537,0.15817,0.14024,0.0548,-0.01448,-0.11935,-0.1188,-0.11263,0.04395,0.18657,0.65308,0.54245,0.48801,0.86482,0.96281,0.947,0.94029,1.08325
Jul1971,1.03656,1.8605,1.91962,1.42441,0.74622,0.44579,0.47046,0.36604,0.02703,-0.02717,0.00978,0.32275,0.26006,0.25174,0.17105,0.20636,0.64364,0.48754,0.99408,0.81149,0.65745,0.70906,0.71536,0.53281,0.44846,0.27446,0.31186,-0.19288,-0.09558,-0.01845,0.25929,0.20729,0.28695,0.26587,0.18116,0.11391,0.007,0.00567,0.00812,0.16112,0.30285,0.76151,0.6621,0.60467,0.96655,1.06367,1.05201,1.04182
Aug1971,1.4546,1.5964,2.07828,2.20929,1.77791,1.21829,0.93656,0.92736,0.74832,0.37602,0.3248,0.35652,0.64184,0.5739,0.57572,0.49435,0.51637,0.88537,0.75283,1.20402,1.0593,0.89648,0.9408,0.94356,0.7735,0.69605,0.53568,0.57357,0.09617,0.17506,0.24822,0.51514,0.47264,0.53804,0.51431,0.43605,0.3737,0.26826,0.26754,0.26236,0.40493,0.54693,0.98184,0.8979,0.83323,1.15703,1.24284,1.2303
Sep1971,0.11097,1.0244,1.18729,1.61316,1.91875,1.62223,1.09933,0.84216,0.84436,0.69199,0.35923,0.31357,0.34806,0.62021,0.56341,0.56899,0.47926,0.50793,0.86131,0.74014,1.17119,1.03187,0.88385,0.92836,0.93501,0.7767,0.70177,0.54241,0.58746,0.11055,0.19449,0.26411,0.52529,0.48839,0.55286,0.52798,0.45247,0.39074,0.28355,0.27973,0.26737,0.40301,0.54623,0.9764,0.88913,0.82043,1.14341,1.2278
Oct1971,-0.3356,-0.23982,0.74032,0.93761,1.3736,1.67034,1.45994,0.96548,0.71553,0.73177,0.5913,0.27735,0.23112,0.25709,0.52398,0.45899,0.46381,0.37915,0.41434,0.764,0.6423,1.09249,0.94563,0.80093,0.85107,0.85741,0.69555,0.62483,0.47038,0.50842,0.02997,0.12448,0.19487,0.45534,0.4177,0.48582,0.46211,0.3849,0.32345,0.21671,0.21141,0.19934,0.336,0.48012,0.91432,0.82414,0.75355,1.08792
Nov1971,-1.19624,-0.89973,-0.72922,0.19573,0.42938,0.85502,1.14055,0.9777,0.51298,0.29008,0.32213,0.20382,-0.05304,-0.10002,-0.07811,0.19095,0.13676,0.14129,0.0649,0.12334,0.50494,0.37377,0.86121,0.69997,0.57501,0.63083,0.63986,0.47275,0.40423,0.24265,0.28023,-0.21259,-0.10793,-0.03191,0.23564,0.19161,0.27866,0.25894,0.18045,0.10798,0.00072,-0.00912,-0.01975,0.12281,0.27625,0.738,0.63104,0.5516
Dec1971,0.76512,-0.20663,-0.28735,-0.29943,0.33093,0.52352,0.90446,1.15846,1.00463,0.60359,0.41359,0.43155,0.31069,0.0417,-0.01534,0.00763,0.25516,0.19928,0.20014,0.12536,0.17015,0.52892,0.40627,0.87159,0.73044,0.61115,0.66521,0.66768,0.51037,0.44364,0.29367,0.33041,-0.13698,-0.03805,0.03857,0.29637,0.25584,0.33778,0.31693,0.2428,0.17545,0.06887,0.06002,0.05018,0.1766,0.32588,0.76804,0.66994
Jan1972,-0.85321,0.02187,-0.59121,-0.57363,-0.54316,0.09113,0.3115,0.71986,0.98831,0.88962,0.47722,0.27613,0.28937,0.16331,-0.06955,-0.12597,-0.10215,0.14839,0.09982,0.10026,0.0334,0.07799,0.43747,0.31446,0.78001,0.63634,0.53198,0.58925,0.59478,0.43812,0.36902,0.21595,0.25827,-0.21337,-0.11227,-0.03378,0.22163,0.17874,0.26594,0.24686,0.16967,0.09837,-0.00748,-0.01508,-0.02573,0.09899,0.25193,0.70753
Feb1972,1.57901,0.92403,0.85914,0.27802,0.15491,0.13276,0.5629,0.7228,1.02197,1.22161,1.1242,0.80809,0.64795,0.65537,0.53552,0.26638,0.20113,0.21978,0.43345,0.37782,0.37642,0.30522,0.33387,0.6563,0.54603,0.97603,0.84197,0.73023,0.78219,0.7847,0.63455,0.56712,0.42658,0.46582,0.00398,0.09167,0.17126,0.42248,0.37635,0.45586,0.43683,0.36302,0.29786,0.1951,0.19,0.177,0.29448,0.4435
Mar1972,-1.29884,0.36035,-0.04533,0.13792,-0.26927,-0.31372,-0.30417,0.19605,0.40101,0.74732,0.96442,0.90903,0.57396,0.41635,0.41842,0.29989,0.06398,-0.00461,0.0181,0.24602,0.19946,0.19261,0.12215,0.1559,0.48924,0.36789,0.79585,0.65502,0.55278,0.60735,0.6075,0.45708,0.3894,0.24107,0.28373,-0.17609,-0.08241,-0.00338,0.24358,0.19482,0.28549,0.27004,0.19713,0.12703,0.02107,0.01433,-0.00799,0.11105
Apr1972,-1.35468,-1.63115,-0.69265,-0.93207,-0.63605,-0.87959,-0.88585,-0.86473,-0.32726,-0.05949,0.34569,0.60562,0.58168,0.21898,0.05214,0.05818,-0.04275,-0.25792,-0.32409,-0.30361,-0.06138,-0.09783,-0.10393,-0.17307,-0.1268,0.23996,0.10952,0.55426,0.42234,0.32453,0.37928,0.37912,0.2201,0.14609,-0.01403,0.03805,-0.4294,-0.32518,-0.24487,0.00906,-0.03888,0.0612,0.04908,-0.01953,-0.0872,-0.18746,-0.19204,-0.207
May1972,0.04869,-1.02085,-1.45841,-0.66473,-0.88971,-0.62132,-0.86943,-0.88555,-0.86183,-0.31625,-0.05685,0.33629,0.61664,0.57063,0.21037,0.02958,0.0306,-0.06229,-0.28054,-0.34318,-0.31493,-0.07093,-0.10588,-0.10863,-0.18465,-0.14399,0.22696,0.10168,0.55146,0.42077,0.32079,0.37858,0.37802,0.21835,0.1421,-0.02206,0.03721,-0.43855,-0.33532,-0.25241,0.01021,-0.04542,0.054,0.04206,-0.03292,-0.10267,-0.20391,-0.20881
Jun1972,1.63545,0.81522,-0.4445,-1.01494,-0.29606,-0.5257,-0.2842,-0.53962,-0.5554,-0.53669,-0.00646,0.20325,0.56231,0.81405,0.75283,0.40925,0.23474,0.22945,0.13492,-0.09483,-0.16233,-0.13212,0.1009,0.05756,0.05686,-0.01565,0.01672,0.36936,0.24782,0.68856,0.56043,0.44815,0.50197,0.50058,0.34405,0.26928,0.10728,0.16746,-0.30793,-0.21007,-0.12627,0.13812,0.08261,0.17618,0.16318,0.08795,0.02028,-0.08025
Jul1972,-1.22902,-0.06161,-0.00015,-0.84608,-1.21799,-0.64178,-0.80942,-0.57553,-0.77342,-0.80168,-0.79512,-0.29636,-0.05603,0.32086,0.58519,0.56424,0.20619,0.03656,0.03488,-0.05579,-0.27831,-0.34359,-0.31763,-0.08722,-0.12127,-0.12022,-0.18262,-0.14566,0.22275,0.08988,0.54346,0.41146,0.3018,0.3579,0.3569,0.1928,0.11659,-0.05348,0.0029,-0.46571,-0.36259,-0.27781,-0.01262,-0.07124,0.0369,0.02836,-0.04736,-0.11674
Aug1972,-0.92654,-1.29312,-0.59792,-0.5265,-1.07222,-1.33791,-0.91186,-1.02996,-0.81796,-0.97737,-1.01318,-1.01863,-0.56628,-0.31807,0.08025,0.36258,0.37921,0.00173,-0.1628,-0.15441,-0.23039,-0.44669,-0.5082,-0.47571,-0.24272,-0.26767,-0.26967,-0.33589,-0.29685,0.10059,-0.039,0.42706,0.29188,0.18916,0.2473,0.25155,0.07973,0.0056,-0.17296,-0.12179,-0.6029,-0.48811,-0.39869,-0.12541,-0.19665,-0.07689,-0.08375,-0.16119
Sep1972,-0.38308,-0.79701,-1.1359,-0.59845,-0.59198,-1.08376,-1.32619,-0.93716,-1.04602,-0.84619,-0.98342,-1.01681,-1.0285,-0.60377,-0.36723,0.01687,0.27898,0.30751,-0.05126,-0.2071,-0.19665,-0.27355,-0.4906,-0.55187,-0.52108,-0.29006,-0.31681,-0.3216,-0.38275,-0.35059,0.06166,-0.08162,0.38389,0.25338,0.15378,0.21034,0.21667,0.04249,-0.03427,-0.21733,-0.17297,-0.65443,-0.53966,-0.44906,-0.1784,-0.25621,-0.13592,-0.13834
Oct1972,0.96031,0.31628,-0.25538,-0.70797,-0.24126,-0.23245,-0.81517,-1.13323,-0.749,-0.86284,-0.66815,-0.79855,-0.81992,-0.81528,-0.39964,-0.19931,0.15058,0.38735,0.40575,0.05911,-0.08217,-0.07568,-0.14561,-0.35243,-0.4095,-0.38408,-0.16983,-0.1968,-0.19949,-0.25739,-0.23213,0.15304,0.01849,0.46474,0.34174,0.24045,0.29471,0.29848,0.13399,0.05798,-0.11796,-0.07515,-0.54399,-0.43495,-0.35118,-0.08943,-0.1657,-0.04839
Nov1972,0.95601,1.0553,0.79803,0.3174,-0.16857,0.18729,0.19378,-0.41499,-0.79159,-0.41414,-0.56254,-0.44965,-0.6043,-0.62515,-0.61087,-0.23107,-0.0602,0.25825,0.47735,0.48787,0.16944,0.03393,0.02796,-0.02828,-0.22051,-0.27562,-0.25294,-0.0493,-0.08021,-0.08112,-0.13591,-0.12174,0.23847,0.1169,0.55785,0.43606,0.33595,0.39222,0.39681,0.22953,0.15204,-0.0241,0.01826,-0.45427,-0.34647,-0.26882,-0.00955,-0.08882
Dec1972,-0.38172,0.51583,0.70148,0.47631,0.08471,-0.32788,0.01062,0.02152,-0.49553,-0.83418,-0.46976,-0.61859,-0.52718,-0.68224,-0.70609,-0.68464,-0.32964,-0.16836,0.1275,0.33687,0.35259,0.05223,-0.07916,-0.0777,-0.11571,-0.28964,-0.33773,-0.32253,-0.13105,-0.16262,-0.1633,-0.21536,-0.20128,0.15329,0.03772,0.46681,0.34667,0.25633,0.30976,0.31488,0.15291,0.07598,-0.09354,-0.05219,-0.51213,-0.40478,-0.33004,-0.08137
Jan1973,0.73599,0.01735,0.52811,0.70044,0.53657,0.18824,-0.19713,0.11885,0.09205,-0.38711,-0.74275,-0.36807,-0.52156,-0.44858,-0.58771,-0.6137,-0.59498,-0.23959,-0.08121,0.2065,0.41303,0.42142,0.1204,-0.00453,-0.00635,-0.04622,-0.22084,-0.27063,-0.25444,-0.06397,-0.09634,-0.0944,-0.14074,-0.12882,0.21837,0.10702,0.52863,0.4081,0.31904,0.37159,0.37367,0.21191,0.13478,-0.02999,0.0095,-0.44778,-0.34267,-0.26858
Feb1973,0.80006,0.77485,0.24252,0.59172,0.72908,0.59491,0.30051,-0.02654,0.24553,0.22423,-0.22495,-0.57192,-0.2041,-0.36061,-0.31289,-0.47333,-0.50575,-0.48979,-0.15203,-0.00532,0.26549,0.45459,0.46078,0.17427,0.05363,0.04921,0.0079,-0.16605,-0.21527,-0.20298,-0.02133,-0.05821,-0.0537,-0.10025,-0.0967,0.24091,0.13251,0.55337,0.42748,0.34075,0.39429,0.39765,0.24015,0.1658,0.00479,0.04163,-0.41096,-0.30574
Mar1973,-1.73919,-0.90155,-0.46529,-0.68295,-0.09413,0.17439,0.05092,-0.21869,-0.51969,-0.21461,-0.22865,-0.64254,-0.96022,-0.55305,-0.69888,-0.62024,-0.75977,-0.79271,-0.781,-0.43966,-0.26972,0.00621,0.20488,0.2204,-0.06513,-0.19338,-0.20114,-0.2499,-0.41645,-0.46844,-0.45479,-0.27372,-0.30273,-0.30406,-0.3486,-0.3379,0.00809,-0.10191,0.31634,0.18689,0.11315,0.17123,0.17562,0.01237,-0.06418,-0.2244,-0.19906,-0.62384
Apr1973,-2.15446,-2.27194,-1.99848,-1.62457,-1.67734,-1.07533,-0.72868,-0.83142,-1.13201,-1.37856,-1.04602,-1.01947,-1.44201,-1.67762,-1.23831,-1.34552,-1.19137,-1.31376,-1.33606,-1.31803,-1.00158,-0.78704,-0.48956,-0.26635,-0.23222,-0.50871,-0.63564,-0.6336,-0.6701,-0.81888,-0.86761,-0.84997,-0.69023,-0.71094,-0.72013,-0.76441,-0.73888,-0.37776,-0.48786,-0.06097,-0.19246,-0.25548,-0.19092,-0.18012,-0.34548,-0.40988,-0.56804,-0.53853
May1973,-0.42142,-1.8866,-2.20643,-1.91695,-1.62217,-1.74566,-1.20428,-0.87565,-0.97609,-1.32858,-1.55353,-1.19731,-1.20576,-1.5923,-1.80502,-1.3282,-1.41274,-1.27682,-1.40201,-1.42499,-1.40962,-1.10337,-0.88069,-0.57823,-0.35849,-0.32798,-0.59905,-0.72415,-0.71723,-0.75545,-0.90067,-0.94589,-0.92761,-0.77092,-0.79007,-0.80302,-0.85318,-0.82128,-0.45281,-0.56494,-0.12589,-0.2667,-0.32972,-0.26368,-0.25723,-0.42551,-0.48708,-0.64558
Jun1973,-0.83322,-0.77742,-1.9047,-2.116,-1.87012,-1.67833,-1.76819,-1.30933,-1.01285,-1.13107,-1.52569,-1.71478,-1.35053,-1.37383,-1.75225,-1.91234,-1.43629,-1.50183,-1.3641,-1.48715,-1.50495,-1.49705,-1.19723,-0.97174,-0.67251,-0.44979,-0.41945,-0.68335,-0.80795,-0.79632,-0.83857,-0.97917,-1.02191,-1.00297,-0.8562,-0.87102,-0.88498,-0.93489,-0.9013,-0.53578,-0.64723,-0.20906,-0.35055,-0.41089,-0.34465,-0.33784,-0.5058,-0.5604
Jul1973,-1.32239,-1.29474,-1.34291,-2.01054,-2.07504,-1.92401,-1.78752,-1.85655,-1.46947,-1.23913,-1.37471,-1.77247,-1.94161,-1.60117,-1.61541,-2.03747,-2.12772,-1.64631,-1.68152,-1.54482,-1.66052,-1.67021,-1.65651,-1.38001,-1.14944,-0.86067,-0.63704,-0.60702,-0.85715,-0.97778,-0.9606,-1.00405,-1.13493,-1.17641,-1.15288,-1.01909,-1.0242,-1.03683,-1.09206,-1.05085,-0.69168,-0.79689,-0.36905,-0.51196,-0.55978,-0.49307,-0.48711,-0.65732
